UserID,Timestamp,EventType,DocumentName,DocumentType,Source,Keywords,People,Sender,Receiver,StartTime,EndTime,Origin,Destination,ReasoningText,ReasoningSelect,InnocentOrGuilty,Suspect
311605230,1599766436148.9998,search,,Any,Any,roadnav.exe,xin,,,1588568400,1588971600,Any,Any,looking to see if xin downloaded the program at some suspicious time,Looking for a specific document or specific information,N/A,N/A
-1105628286,1599766441146.0,search,,Any,Any,police,,,,1588568400,1588971600,Any,Any,I want to read the police report.,Just exploring the data,N/A,N/A
-2110079241,1599766444604.0,save,email_006,Any,Any,,,,,,,,,"Michelle is finding a job, which is weird for a ceo",I'm saving this search to come back to later.,N/A,N/A
-1105628286,1599766447200.0,read,police_report.pdf,Information,Web,crime report police roadeez summary insider attack michelle ivan daryl xin anna,Michelle Daryl Xin Ivan Anna,,,1588564800,,,,N/A,N/A,N/A,N/A
-2110079241,1599766449964.0,read,email_017,Email,From Roadeez Email Server,re job roadeez cargo algorithm sorry management qualified incredible proprietary guarantee interview james michelle,Michelle James,James,Michelle,1588609020,,"{'lat': 37.775547, 'lon': -122.417721, 'city': 'San Francisco', 'Country': 'USA'}","{'lat': 42.375345, 'lon': -71.146649, 'city': 'Boston', 'Country': 'USA'}",N/A,N/A,N/A,N/A
1805570777,1599766463333.9998,search,,Email,Any,,,Michelle,,1588654800,1588971600,Any,Any,Michelle was out sick from Tuesday until Friday. Was she sending emails during that time? ,Looking for a specific document or specific information,N/A,N/A
311605230,1599766468496.0,search,,Any,Any,roadnav.exe,,,,1588568400,1588971600,Any,Any,looking to see if anyone downloaded the software at some suspicious time,Looking for a specific document or specific information,N/A,N/A
1805570777,1599766472984.9998,read,email_031,Email,From Roadeez Email Server,time sheets due reminder signed today upload software server back into office everyone,Michelle Ivan Daryl Xin Anna,Michelle,Ivan,1588772760,,"{'lat': 37.775547, 'lon': -122.417721, 'city': 'San Francisco', 'Country': 'USA'}","{'lat': 42.375345, 'lon': -71.146649, 'city': 'Boston', 'Country': 'USA'}",N/A,N/A,N/A,N/A
311605230,1599766478428.0002,read,server_log_0001.log,Network Log,From Roadeez Software Server,downloaded RoadNav.exe daryl road nav exe,Daryl,,,1588568400,,"{'lat': 42.375345, 'lon': -71.146649, 'city': 'Boston', 'Country': 'USA', 'server': 'Roadeez Software Server'}","{'lat': 42.375345, 'lon': -71.146649, 'city': 'Boston', 'Country': 'USA', 'server': ""Daryl's Computer""}",N/A,N/A,N/A,N/A
-1105628286,1599766479298.9998,save,police_report.pdf,Any,Any,,,,,,,,,Police report is a helpful document.,I'm saving this search to come back to later.,N/A,N/A
311605230,1599766482264.0,read,server_log_0002.log,Network Log,From Roadeez Software Server,uploaded RoadNav.exe daryl road nav exe,Daryl,,,1588579200,,"{'lat': 42.375345, 'lon': -71.146649, 'city': 'Boston', 'Country': 'USA', 'server': ""Daryl's Computer""}","{'lat': 42.375345, 'lon': -71.146649, 'city': 'Boston', 'Country': 'USA', 'server': 'Roadeez Software Server'}",N/A,N/A,N/A,N/A
-2110079241,1599766486611.0,save,email_017,Any,Any,,,,,,,,,James asked Michelle to do the crime,Confirms my hypothesis,N/A,N/A
311605230,1599766491210.0,read,server_log_0003.log,Network Log,From Roadeez Software Server,downloaded RoadNav.exe road nav xin exe,Xin,,,1588593600,,"{'lat': 42.375345, 'lon': -71.146649, 'city': 'Boston', 'Country': 'USA', 'server': 'Roadeez Software Server'}","{'lat': 42.375345, 'lon': -71.146649, 'city': 'Boston', 'Country': 'USA', 'server': ""Xin's Computer""}",N/A,N/A,N/A,N/A
